id,species,genus,family,order,class,phylum,accession
MIDORI2_LC485183.1.<1.>218,Hynobius vandenburghi,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_LC485183.1.<1.>218
MIDORI2_JN415127.1.70.1001,Hynobius yangi,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JN415127.1.70.1001
MIDORI2_HM036354.1.69.1002,Hynobius yiwuensis,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_HM036354.1.69.1002
MIDORI2_EF462213.1.70.1001,Hynobius arisanensis,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_EF462213.1.70.1001
MIDORI2_DQ333816.1.70.1002,Hynobius formosanus,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_DQ333816.1.70.1002
MIDORI2_JN117717.1.<1.>889,Hynobius sonani,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JN117717.1.<1.>889
MIDORI2_HM036351.1.<711.906,Hynobius retardatus,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_HM036351.1.<711.906
MIDORI2_HM036351.1.69.>610,Hynobius retardatus,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_HM036351.1.69.>610
MIDORI2_DQ333810.1.69.1003,Liua shihi,Liua,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_DQ333810.1.69.1003
MIDORI2_DQ333813.1.69.1001,Liua tsinpaensis,Liua,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_DQ333813.1.69.1001
MIDORI2_DQ417191.1.<1.>362,Onychodactylus fischeri,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_DQ417191.1.<1.>362
MIDORI2_DQ333820.1.70.998,Onychodactylus fischeri,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_DQ333820.1.70.998
MIDORI2_PV116343.1.11187.12117,Onychodactylus koreanus,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_PV116343.1.11187.12117
MIDORI2_PP972210.1.71.1000,Onychodactylus sillanus,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_PP972210.1.71.1000
MIDORI2_OR789842.1.68.997,Onychodactylus zhangyapingi,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_OR789842.1.68.997
MIDORI2_OR789814.1.68.997,Onychodactylus zhangyapingi,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_OR789814.1.68.997
MIDORI2_KJ627181.1.68.996,Onychodactylus zhangyapingi,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_KJ627181.1.68.996
MIDORI2_MW289022.1.976.1905,Onychodactylus zhaoermii,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MW289022.1.976.1905
MIDORI2_MW289037.1.976.1904,Onychodactylus zhaoermii,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MW289037.1.976.1904
MIDORI2_MW289023.1.951.1880,Onychodactylus zhaoermii,Onychodactylus,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MW289023.1.951.1880
MIDORI2_MK890400.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890400.1.70.1004
MIDORI2_MK890393.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890393.1.70.1004
MIDORI2_MK890381.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890381.1.70.1004
MIDORI2_MK890371.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890371.1.70.1004
MIDORI2_MK890375.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890375.1.70.1004
MIDORI2_MK890386.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890386.1.70.1004
MIDORI2_MK890378.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890378.1.70.1004
MIDORI2_MK890385.1.70.1004,Pachyhynobius shangchengensis,Pachyhynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK890385.1.70.1004
MIDORI2_MK737946.1.41.977,Paradactylodon persicus,Paradactylodon,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK737946.1.41.977
MIDORI2_MK737945.1.69.1005,Paradactylodon persicus,Paradactylodon,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MK737945.1.69.1005
MIDORI2_DQ333822.1.70.1005,Paradactylodon persicus,Paradactylodon,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_DQ333822.1.70.1005
MIDORI2_MT476485.1.70.1002,Pseudohynobius flavomaculatus,Pseudohynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_MT476485.1.70.1002
MIDORI2_FJ532059.1.70.1000,Pseudohynobius flavomaculatus,Pseudohynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_FJ532059.1.70.1000
MIDORI2_KP281272.1.70.1000,Pseudohynobius jinfo,Pseudohynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_KP281272.1.70.1000
MIDORI2_FJ532058.1.70.1003,Pseudohynobius puxiongensis,Pseudohynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_FJ532058.1.70.1003
MIDORI2_FJ532060.1.70.1004,Pseudohynobius shuichengensis,Pseudohynobius,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_FJ532060.1.70.1004
MIDORI2_AJ419960.1.70.1007,Ranodon sibiricus,Ranodon,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_AJ419960.1.70.1007
MIDORI2_JX508744.1.70.1001,Salamandrella keyserlingii,Salamandrella,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JX508744.1.70.1001
MIDORI2_JX508749.1.70.1001,Salamandrella keyserlingii,Salamandrella,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JX508749.1.70.1001
MIDORI2_JX508754.1.70.1001,Salamandrella keyserlingii,Salamandrella,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JX508754.1.70.1001
MIDORI2_JX508739.1.70.1001,Salamandrella keyserlingii,Salamandrella,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JX508739.1.70.1001
MIDORI2_JX508756.1.70.1000,Salamandrella keyserlingii,Salamandrella,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JX508756.1.70.1000
MIDORI2_JX508765.1.69.1001,Salamandrella tridactyla,Salamandrella,Hynobiidae,Caudata,Amphibia,Chordata,MIDORI2_JX508765.1.69.1001
MIDORI2_GU078472.1.70.993,Ambystoma  unisexual hybrid complex ,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_GU078472.1.70.993
MIDORI2_AY659993.1.70.998,Ambystoma andersoni,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_AY659993.1.70.998
MIDORI2_GU078470.1.70.993,Ambystoma barbouri,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_GU078470.1.70.993
MIDORI2_GU078469.1.70.992,Ambystoma barbouri,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_GU078469.1.70.992
MIDORI2_KP289200.1.70.992,Ambystoma bishopi,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_KP289200.1.70.992
MIDORI2_KM282395.1.<1.>237,Ambystoma bishopi,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_KM282395.1.<1.>237
MIDORI2_KM282396.1.<1.>239,Ambystoma californiense,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_KM282396.1.<1.>239
MIDORI2_AY659995.1.70.996,Ambystoma californiense,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_AY659995.1.70.996
MIDORI2_AY659994.1.70.998,Ambystoma dumerilii,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_AY659994.1.70.998
MIDORI2_AY728218.1.69.991,Ambystoma laterale,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_AY728218.1.69.991
MIDORI2_PV040730.1.70.997,Ambystoma macrodactylum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_PV040730.1.70.997
MIDORI2_KM282397.1.<1.>239,Ambystoma mavortium,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_KM282397.1.<1.>239
MIDORI2_KP013120.1.70.997,Ambystoma mavortium,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_KP013120.1.70.997
MIDORI2_Y10947.1.<1.924,Ambystoma mexicanum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_Y10947.1.<1.924
MIDORI2_MG822788.1.71.993,Ambystoma talpoideum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_MG822788.1.71.993
MIDORI2_GU078471.1.70.993,Ambystoma texanum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_GU078471.1.70.993
MIDORI2_AY659992.1.70.997,Ambystoma tigrinum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,MIDORI2_AY659992.1.70.997
MIDORI2_GQ368656.1.72.991,Amphiuma means,Amphiuma,Amphiumidae,Caudata,Amphibia,Chordata,MIDORI2_GQ368656.1.72.991
MIDORI2_GQ368657.1.72.997,Dicamptodon aterrimus,Dicamptodon,Dicamptodontidae,Caudata,Amphibia,Chordata,MIDORI2_GQ368657.1.72.997
MIDORI2_KP886863.1.<1.902,Aquiloeurycea cephalica,Aquiloeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886863.1.<1.902
MIDORI2_AY728228.1.69.967,Batrachoseps attenuatus,Batrachoseps,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728228.1.69.967
MIDORI2_KT368149.1.291.1194,Batrachoseps nigriventris,Batrachoseps,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KT368149.1.291.1194
MIDORI2_KM282398.1.<1.>218,Batrachoseps wrighti,Batrachoseps,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KM282398.1.<1.>218
MIDORI2_AY728221.1.69.977,Batrachoseps wrighti,Batrachoseps,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728221.1.69.977
MIDORI2_KM282415.1.<1.>227,Eurycea neotenes,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KM282415.1.<1.>227
MIDORI2_AY728217.1.69.980,Eurycea bislineata,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728217.1.69.980
MIDORI2_KY752074.1.1437.2339,Eurycea cirrigera,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KY752074.1.1437.2339
MIDORI2_KY885249.1.95.1004,Eurycea cirrigera,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KY885249.1.95.1004
MIDORI2_PV083486.1.<1.>214,Eurycea nana,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_PV083486.1.<1.>214
MIDORI2_PV083487.1.<1.>214,Eurycea rathbuni,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_PV083487.1.<1.>214
MIDORI2_EU336411.1.<1.>850,Gyrinophilus gulolineatus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336411.1.<1.>850
MIDORI2_EU336414.1.<1.>851,Gyrinophilus gulolineatus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336414.1.<1.>851
MIDORI2_EU336413.1.<1.>851,Gyrinophilus gulolineatus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336413.1.<1.>851
MIDORI2_EU336416.1.<1.>851,Gyrinophilus gulolineatus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336416.1.<1.>851
MIDORI2_EU336420.1.<1.>850,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336420.1.<1.>850
MIDORI2_EU336419.1.<1.>850,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336419.1.<1.>850
MIDORI2_EU336409.1.<1.>851,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336409.1.<1.>851
MIDORI2_EU336406.1.<1.>851,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336406.1.<1.>851
MIDORI2_EU336412.1.<1.>851,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336412.1.<1.>851
MIDORI2_EU336431.1.<1.>851,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336431.1.<1.>851
MIDORI2_KM282421.1.<1.>225,Gyrinophilus palleucus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KM282421.1.<1.>225
MIDORI2_EU336421.1.<1.>851,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336421.1.<1.>851
MIDORI2_EU336417.1.<1.>851,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336417.1.<1.>851
MIDORI2_EU336418.1.<1.>852,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336418.1.<1.>852
MIDORI2_EU336394.1.<1.>851,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336394.1.<1.>851
MIDORI2_EU336392.1.<1.>851,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336392.1.<1.>851
MIDORI2_EU336428.1.<1.>852,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336428.1.<1.>852
MIDORI2_EU336432.1.<1.>850,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336432.1.<1.>850
MIDORI2_EU336430.1.<1.>852,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_EU336430.1.<1.>852
MIDORI2_AY728230.1.71.980,Gyrinophilus porphyriticus,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728230.1.71.980
MIDORI2_AY728231.1.66.957,Hemidactylium scutatum,Hemidactylium,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728231.1.66.957
MIDORI2_KP886862.1.<1.904,Isthmura sierraoccidentalis,Isthmura,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886862.1.<1.904
MIDORI2_AY728229.1.2332.3234,Nototriton abscondens,Nototriton,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728229.1.2332.3234
MIDORI2_AY728213.1.68.969,Oedipina poelzi,Oedipina,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728213.1.68.969
MIDORI2_KP886861.1.<1.904,Pseudoeurycea altamontana,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886861.1.<1.904
MIDORI2_KP886864.1.<1.903,Pseudoeurycea cochranae,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886864.1.<1.903
MIDORI2_KP886865.1.<1.891,Pseudoeurycea firscheini,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886865.1.<1.891
MIDORI2_KP886866.1.<1.902,Pseudoeurycea leprosa,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886866.1.<1.902
MIDORI2_KP886867.1.<1.902,Pseudoeurycea lineola,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886867.1.<1.902
MIDORI2_KP886868.1.<1.904,Pseudoeurycea melanomolga,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886868.1.<1.904
MIDORI2_KP886869.1.<1.902,Pseudoeurycea mixcoatl,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886869.1.<1.902
MIDORI2_KP886870.1.<1.904,Pseudoeurycea obesa,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886870.1.<1.904
MIDORI2_KP886859.1.<1.906,Pseudoeurycea orchimelas,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886859.1.<1.906
MIDORI2_KP886871.1.<1.902,Pseudoeurycea ruficauda,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886871.1.<1.902
MIDORI2_KP886872.1.<1.902,Pseudoeurycea werleri,Pseudoeurycea,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_KP886872.1.<1.902
MIDORI2_PV034391.1.<1.>916,Pseudotriton montanus,Pseudotriton,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_PV034391.1.<1.>916
MIDORI2_PV034389.1.<1.>878,Pseudotriton ruber,Pseudotriton,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_PV034389.1.<1.>878
MIDORI2_AY728220.1.71.982,Pseudotriton ruber,Pseudotriton,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728220.1.71.982
MIDORI2_AY728212.1.71.982,Stereochilus marginatus,Stereochilus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728212.1.71.982
MIDORI2_OM743432.1.69.983,Aneides aeneus,Aneides,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_OM743432.1.69.983
MIDORI2_AY728214.1.71.983,Aneides flavipunctatus,Aneides,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728214.1.71.983
MIDORI2_AY728226.1.71.990,Aneides hardii,Aneides,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728226.1.71.990
MIDORI2_OR906282.1.1.920,Desmognathus bairdi,Desmognathus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_OR906282.1.1.920
MIDORI2_AY728227.1.69.987,Desmognathus fuscus,Desmognathus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728227.1.69.987
MIDORI2_OR794553.1.69.988,Desmognathus fuscus,Desmognathus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_OR794553.1.69.988
MIDORI2_AY728216.1.69.955,Ensatina eschscholtzii,Ensatina,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728216.1.69.955
MIDORI2_AY728234.1.70.984,Hydromantes brunus,Hydromantes,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728234.1.70.984
MIDORI2_MK512368.1.70.990,Karsenia koreana,Karsenia,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_MK512368.1.70.990
MIDORI2_AY728233.1.71.994,Phaeognathus hubrichti,Phaeognathus,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728233.1.71.994
MIDORI2_MN483063.1.<1.883,Plethodon cinereus,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_MN483063.1.<1.883
MIDORI2_AY728232.1.71.953,Plethodon cinereus,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728232.1.71.953
MIDORI2_AY728223.1.68.982,Plethodon elongatus,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728223.1.68.982
MIDORI2_AY728222.1.69.947,Plethodon petraeus,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_AY728222.1.69.947
MIDORI2_MK493165.1.3.884,Plethodon shenandoah,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_MK493165.1.3.884
MIDORI2_MK493173.1.3.882,Plethodon shenandoah,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_MK493173.1.3.882
MIDORI2_MK493191.1.3.882,Plethodon shenandoah,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_MK493191.1.3.882
MIDORI2_Y10948.1.<1.872,Plethodon yonahlossee,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata,MIDORI2_Y10948.1.<1.872
MIDORI2_GQ368658.1.71.978,Necturus beyeri,Necturus,Proteidae,Caudata,Amphibia,Chordata,MIDORI2_GQ368658.1.71.978
MIDORI2_KM282431.1.<1.>232,Necturus maculosus,Necturus,Proteidae,Caudata,Amphibia,Chordata,MIDORI2_KM282431.1.<1.>232
MIDORI2_DQ494769.1.1442.>2212,Proteus anguinus,Proteus,Proteidae,Caudata,Amphibia,Chordata,MIDORI2_DQ494769.1.1442.>2212
MIDORI2_DQ494763.1.1658.>2423,Proteus anguinus,Proteus,Proteidae,Caudata,Amphibia,Chordata,MIDORI2_DQ494763.1.1658.>2423
MIDORI2_GQ368659.1.69.979,Proteus anguinus,Proteus,Proteidae,Caudata,Amphibia,Chordata,MIDORI2_GQ368659.1.69.979
MIDORI2_AY728219.1.70.973,Rhyacotriton variegatus,Rhyacotriton,Rhyacotritonidae,Caudata,Amphibia,Chordata,MIDORI2_AY728219.1.70.973
MIDORI2_EU880307.1.69.995,Calotriton asper,Calotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880307.1.69.995
MIDORI2_EU880309.1.69.996,Cynops cyanurus,Cynops,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880309.1.69.996
MIDORI2_MF037878.1.69.996,Cynops cyanurus,Cynops,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF037878.1.69.996
MIDORI2_EU880310.1.69.995,Cynops ensicauda,Cynops,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880310.1.69.995
MIDORI2_LC104748.1.<1.>173,Cynops pyrrhogaster,Cynops,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_LC104748.1.<1.>173
MIDORI2_EU880313.1.69.999,Cynops pyrrhogaster,Cynops,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880313.1.69.999
MIDORI2_AB689008.1.70.994,Echinotriton andersoni,Echinotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_AB689008.1.70.994
MIDORI2_EU880314.1.70.991,Echinotriton andersoni,Echinotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880314.1.70.991
MIDORI2_EU880315.1.70.991,Echinotriton chinhaiensis,Echinotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880315.1.70.991
MIDORI2_EU880316.1.70.993,Euproctus montanus,Euproctus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880316.1.70.993
MIDORI2_EU880317.1.70.996,Euproctus platycephalus,Euproctus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880317.1.70.996
MIDORI2_KY399474.1.69.995,Hypselotriton orientalis,Hypselotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KY399474.1.69.995
MIDORI2_EU880312.1.69.995,Hypselotriton orphicus,Hypselotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880312.1.69.995
MIDORI2_EU880335.1.71.996,Ichthyosaura alpestris,Ichthyosaura,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880335.1.71.996
MIDORI2_EU880328.1.69.994,Laotriton laoensis,Laotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880328.1.69.994
MIDORI2_MN122878.1.69.999,Lissotriton vulgaris,Lissotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MN122878.1.69.999
MIDORI2_EU880339.1.69.995,Lissotriton vulgaris,Lissotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880339.1.69.995
MIDORI2_KF564130.1.214.>712,Neurergus barani,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KF564130.1.214.>712
MIDORI2_KF564067.1.214.>710,Neurergus crocatus,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KF564067.1.214.>710
MIDORI2_KF564078.1.214.>710,Neurergus crocatus,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KF564078.1.214.>710
MIDORI2_KF564099.1.214.>710,Neurergus derjugini,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KF564099.1.214.>710
MIDORI2_KF564082.1.214.>710,Neurergus kaiseri,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KF564082.1.214.>710
MIDORI2_EU880320.1.69.990,Neurergus kaiseri,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880320.1.69.990
MIDORI2_EU880321.1.69.994,Neurergus strauchii,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880321.1.69.994
MIDORI2_KF564151.1.213.>710,Neurergus strauchii,Neurergus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KF564151.1.213.>710
MIDORI2_EU880322.1.70.998,Notophthalmus meridionalis,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880322.1.70.998
MIDORI2_MH367838.1.71.998,Notophthalmus meridionalis,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MH367838.1.71.998
MIDORI2_KM282433.1.<1.>235,Notophthalmus perstriatus,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KM282433.1.<1.>235
MIDORI2_KP013091.1.70.1002,Notophthalmus perstriatus,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KP013091.1.70.1002
MIDORI2_EU880323.1.70.996,Notophthalmus viridescens,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880323.1.70.996
MIDORI2_PV034392.1.<1.>942,Notophthalmus viridescens,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_PV034392.1.<1.>942
MIDORI2_EU880338.1.69.992,Ommatotriton vittatus,Ommatotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880338.1.69.992
MIDORI2_EU880324.1.69.993,Pachytriton brevipes,Pachytriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880324.1.69.993
MIDORI2_MT993830.1.69.996,Pachytriton brevipes,Pachytriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MT993830.1.69.996
MIDORI2_MW004669.1.69.993,Pachytriton brevipes,Pachytriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MW004669.1.69.993
MIDORI2_MN073499.1.69.992,Pachytriton granulosus,Pachytriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MN073499.1.69.992
