species,genus,family,order,class,phylum,category,is_fish,is_contamination
Leptobotia tientainensis,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia zebra,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobrama muelleri,Leptobrama,Leptobramidae,,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocephalus sp. 'type II larva',Leptocephalus,Nettastomatidae,Anguilliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocharacidium omospilus,Leptocharacidium,Crenuchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocharacidium sp. SU08-1265-2,Leptocharacidium,Crenuchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocharias smithii,Leptocharias,Leptochariidae,Carcharhiniformes,Chondrichthyes,Chordata,Fish,TRUE,FALSE
Leptochilichthys agassizii,Leptochilichthys,Leptochilichthyidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptochilichthys sp. DPND 2707,Leptochilichthys,Leptochilichthyidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptochilichthys sp. DPND 2990,Leptochilichthys,Leptochilichthyidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptochilichthys sp. DPND 2991,Leptochilichthys,Leptochilichthyidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptochilichthys sp. DPND 4699,Leptochilichthys,Leptochilichthyidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptochilichthys sp. DPND 5195,Leptochilichthys,Leptochilichthyidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoclinus maculatus,Leptoclinus,Stichaeidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoclinus sp. AMK69-5650-65,Leptoclinus,Stichaeidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocottus armatus,Leptocottus,Cottidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris lujae,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris modestus,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris niloticus,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris sp. A4-46-0003,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris sp. CBM ZF 11419,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris weeksii,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptocypris weynsii,Leptocypris,Danionidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoderma lubricum,Leptoderma,Alepocephalidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoderma macrophthalmum,Leptoderma,Alepocephalidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoderma ospesca,Leptoderma,Alepocephalidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoderma retropinna,Leptoderma,Alepocephalidae,Alepocephaliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras acipenserinus,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras cataniai,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras copei,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras hasemani,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras juruensis,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras linnelli,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras marki,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras myersi,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras nelsoni,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras oyakawai,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras praelongus,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras sp. 1 GM-2003,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras sp. 3 GM-2003,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptodoras sp. Volta Grande,Leptodoras,Doradidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoglanis xenognathus,Leptoglanis,Amphiliidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoichthys fistularius,Leptoichthys,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptojulis cyanopleura,Leptojulis,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptojulis lambdastigma,Leptojulis,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptojulis urostigma,Leptojulis,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptolebias aureoguttatus,Leptolebias,Rivulidae,Cyprinodontiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptolebias citrinipinnis,Leptolebias,Rivulidae,Cyprinodontiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptolebias minimus,Leptolebias,Rivulidae,Cyprinodontiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptolucania ommata,Leptolucania,Fundulidae,Cyprinodontiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptomelanosoma indicum,Leptomelanosoma,Polynemidae,,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptonotus elevatus,Leptonotus,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptonotus norae,Leptonotus,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptonotus sp. L2,Leptonotus,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptopanchax itanhaensis,Leptopanchax,Rivulidae,Cyprinodontiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptopanchax opalescens,Leptopanchax,Rivulidae,Cyprinodontiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptophilypnus fluviatilis,Leptophilypnus,Eleotridae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptophilypnus panamensis,Leptophilypnus,Eleotridae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptophilypnus sp. stri-17969,Leptophilypnus,Eleotridae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptophilypnus sp. stri-17970,Leptophilypnus,Eleotridae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptorhamdia aspredinoides,Leptorhamdia,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptorhamdia marmorata,Leptorhamdia,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptorhamdia nocturna,Leptorhamdia,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptorhamdia schultzi,Leptorhamdia,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptorhamdia sp. 1 DRFF-2021,Leptorhamdia,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptorhamdia sp. 2 DRFF-2021,Leptorhamdia,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoscarus vaigiensis,Leptoscarus,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostichaeus pumilus,Leptostichaeus,Stichaeidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias bilobatus,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias gladiator,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias longibarba,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias multifilis,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias robustus,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias sp. BOLD:AAI1389,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias sp. CBM DNA No. 2015-239,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias sp. CBM:ZF:14239,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias sp. FOAK024-10,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias sp. SepW-26-13,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptostomias sp. Ve32.1,Leptostomias,Stomiidae,Stomiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturacanthus pantului,Lepturacanthus,Trichiuridae,Scombriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturacanthus roelandti,Lepturacanthus,Trichiuridae,Scombriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturacanthus savala,Lepturacanthus,Trichiuridae,Scombriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturacanthus sp. NO-2017,Lepturacanthus,Trichiuridae,Scombriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturacanthus sp. ZRC 48649,Lepturacanthus,Trichiuridae,Scombriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturichthys dolichopterus,Lepturichthys,Balitoridae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepturichthys fimbriata,Lepturichthys,Balitoridae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidiops affinis,Lestidiops,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidiops jayakari,Lestidiops,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidiops neles,Lestidiops,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidiops pacificus,Lestidiops,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidiops ringens,Lestidiops,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidiops sphyraenopsis,Lestidiops,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidium atlanticum,Lestidium,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidium orientale,Lestidium,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidium prolixum,Lestidium,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestidium rofeni,Lestidium,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestradea perspicax,Lestradea,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestradea stappersii,Lestradea,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestrolepis intermedia,Lestrolepis,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestrolepis japonica,Lestrolepis,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestrolepis nigroventralis,Lestrolepis,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestrolepis sp. CBM:DNA No. 2000-056,Lestrolepis,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestrolepis sp. JP-2017,Lestrolepis,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lestrolepis sp. SepW-14-13,Lestrolepis,Paralepididae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lesueurigobius friesii,Lesueurigobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lesueurigobius sanzi,Lesueurigobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lesueurigobius sp. ABY-2017,Lesueurigobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lesueurigobius suerii,Lesueurigobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lesueurina platycephala,Lesueurina,Leptoscopidae,Acropomatiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethenteron appendix,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron hattai,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron kessleri,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron kessleri/reissneri,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron mitsukurii,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron ninae,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron reissneri,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron satoi,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron sp. 'N',Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron sp. 1 KW-2024,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron sp. 2 KW-2024,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron sp. LeM1,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethenteron zanandreai,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,Fish,TRUE,FALSE
Lethops connectens,Lethops,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethotremus muticus,Lethotremus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethotremus sp. FAKU 132061,Lethotremus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethotremus sp. JKK-2014,Lethotremus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops albus,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops altus,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops atrilabris,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops auritus,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops furcifer,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops gossei,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops lethrinus,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops longimanus,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops longipinnis,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops marginatus,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops micrentodon,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops microdon,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops mylodon,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops parvidens,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'Chilingali',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'blue nose 2016',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'gold harbour',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'green face' Manda,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'green' Itungi,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'longimanus red head',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'longipinnis white lappets',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'nyassae',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'oliveri',Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinops sp. 'red cap' Mdoka,Lethrinops,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus amboinensis,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus atkinsoni,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus atlanticus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus borbonicus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus conchyliatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus crocineus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus erythracanthus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus erythropterus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus genivittatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus haematopterus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus harak,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus laticaudatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus laticaudis,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus lentjan,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus mahsena,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus microdon,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus miniatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus mitchelli,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus nebulosus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus obsoletus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus olivaceus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus ornatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus ravus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus reticulatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus rubrioperculatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus semicinctus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. 1 BV-2022,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. 1 FAO,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. 1 JP-2017,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. 2 JP-2017,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. 2 KEC-2001,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. 3 KEC-2001,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. BOLD:AAC1547,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. BOLDAAB0511,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. Kakeroma,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. LFM001G01,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. M0302_231,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. M0602_131,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. M0602_171,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. M0602_181,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. M0603_021,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0002_021,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0003_014,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0004_036,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0004_080,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0005_018,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0010_025,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0013_001,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0013_012,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0013_013,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0014_010,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0015_018,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0019_020,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0019_035,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0021_008,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0025_003,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0026_005,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0028_003,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0031_017,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0032_009,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0032_010,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0032_011,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0032_020,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0033_005,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0033_007,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0033_008,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0033_010,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0034_004,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0034_007,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0038_007,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0041_002,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0042_004,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0045_001,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lethrinus sp. S0045_002,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,Fish,TRUE,FALSE
