species,genus,family,order,class,phylum,category,is_fish,is_contamination
Glyphonycteris sylvestris,Glyphonycteris,Phyllostomidae,Chiroptera,Mammalia,Chordata,Non-fish,FALSE,FALSE
Glyphorynchus spirurus,Glyphorynchus,Furnariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Glyphotes simus,Glyphotes,Sciuridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Glyptodon sp. SLP-2019,Glyptodon,Chlamyphoridae,Cingulata,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gnorimopsar chopi,Gnorimopsar,Icteridae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Goldmania bella,Goldmania,Trochilidae,Apodiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Goldmania violiceps,Goldmania,Trochilidae,Apodiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Golunda ellioti,Golunda,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gorilla beringei,Gorilla,Hominidae,Primates,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gorilla gorilla,Gorilla,Hominidae,Primates,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gorsachius goisagi,Gorsachius,Ardeidae,Pelecaniformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gorsachius leuconotus,Gorsachius,Ardeidae,Pelecaniformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gorsachius magnificus,Gorsachius,Ardeidae,Pelecaniformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gorsachius melanolophus,Gorsachius,Ardeidae,Pelecaniformes,Aves,Chordata,Non-fish,FALSE,FALSE
Goura cristata,Goura,Columbidae,Columbiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Goura scheepmakeri,Goura,Columbidae,Columbiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Goura sclaterii,Goura,Columbidae,Columbiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Goura victoria,Goura,Columbidae,Columbiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gracilimus radix,Gracilimus,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracilinanus aceramarcae,Gracilinanus,Didelphidae,Didelphimorphia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracilinanus agilis,Gracilinanus,Didelphidae,Didelphimorphia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracilinanus emiliae,Gracilinanus,Didelphidae,Didelphimorphia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracilinanus marica,Gracilinanus,Didelphidae,Didelphimorphia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracilinanus microtarsus,Gracilinanus,Didelphidae,Didelphimorphia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracilinanus peruanus,Gracilinanus,Didelphidae,Didelphimorphia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Gracixalus ananjevae,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus carinensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus gracilipes,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus guangdongensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus huaping,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus jinggangensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus jinxiuensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus lumarius,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus medogensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus nonggangensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus patkaiensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus quangi,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus quyeti,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus seesom,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus sp. 03320Rao,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus sp. KE-2016,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus sp. t ML-2022,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus sp. w JL-2024,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus supercornutus,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus tianlinensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus trieng,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus waza,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus yunnanensis,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracixalus ziegleri,Gracixalus,Rhacophoridae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Gracula ptilogenys,Gracula,Sturnidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gracula religiosa,Gracula,Sturnidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gracula robusta,Gracula,Sturnidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gracupica contra,Gracupica,Sturnidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grafisia torquata,Grafisia,Sturnidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria albigula,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria alleni,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria andicolus,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria bangsi,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria blakei,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria cajamarcae,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria capitalis,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria carrikeri,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria chthonia,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria dignissima,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria eludens,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria erythroleuca,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria erythrotis,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria excelsa,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria flavotincta,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria gigantea,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria griseonucha,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria guatimalensis,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria haplonota,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria hypoleuca,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria kaestneri,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria milleri,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria nuchalis,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria nuchalis x Grallaria ruficapilla,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria occabambae,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria przewalskii,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria quitensis,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria ridgelyi,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria ruficapilla,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria rufocinerea,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria rufula,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria squamigera,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria varia,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaria watkinsi,Grallaria,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula cumanensis,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula ferrugineipectus,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula flavirostris,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula leymebambae,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula lineifrons,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula loricata,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula nana,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula ochraceifrons,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallaricula peruviana,Grallaricula,Formicariidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallina bruijnii,Grallina,Monarchidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grallina cyanoleuca,Grallina,Monarchidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Graminicola bengalensis,Graminicola,Sylviidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Graminicola striatus,Graminicola,Sylviidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grammatoptila striata,Grammatoptila,Leiothrichidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grammomys cometes,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys dolichurus,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys dryas,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys gazellae,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys ibeanus,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys macmillani,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys poensis,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys polionops,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys selousi,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. 13ZR68,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. Berega,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. DPL-2017,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. LIK243,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. LIK94,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. MNHN 1999-293,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. PC-2007,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. indet. Clade128,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. indet. Clade129,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. indet. Clade92,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys sp. indet. Clade95,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grammomys surdaster,Grammomys,Muridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Grampus griseus,Grampus,Delphinidae,Artiodactyla,Mammalia,Chordata,Non-fish,FALSE,FALSE
Granatellus pelzelni,Granatellus,Cardinalidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Granatellus sallaei,Granatellus,Cardinalidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Granatellus venustus,Granatellus,Cardinalidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Granatina granatina,Granatina,Estrildidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Granatina ianthinogaster,Granatina,Estrildidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grandala coelicolor,Grandala,Muscicapidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grandisonia alternans,Grandisonia,Indotyphlidae,Gymnophiona,Amphibia,Chordata,Non-fish,FALSE,FALSE
Grandisonia larvata,Grandisonia,Indotyphlidae,Gymnophiona,Amphibia,Chordata,Non-fish,FALSE,FALSE
Grandisonia sechellensis,Grandisonia,Indotyphlidae,Gymnophiona,Amphibia,Chordata,Non-fish,FALSE,FALSE
Grantiella picta,Grantiella,Meliphagidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Graomys centralis,Graomys,Cricetidae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graomys chacoensis,Graomys,Cricetidae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graomys domorum,Graomys,Cricetidae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graomys griseoflavus,Graomys,Cricetidae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus kelleni,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus lorraineus,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus microtis,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus murinus,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus ocularis,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus platyops,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. 09ZRD#30,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. AHxRLMar151,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ANG0007,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ANG0121,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ANG0122,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. CMR1,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. CMR17,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. CMR19,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. CMR21,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. CMR5,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. CMR6,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ET114,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH0400,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH0501,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH0600,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH0658,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH0708,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH1314,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH1315,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH1341,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH1565,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ETH1594,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. ISCED8224,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. JS027,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. JS140,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE041,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE088,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE118,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE176,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE194,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE195,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE306,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE307,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE311,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE692,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. KE756,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. MOZ210,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. PT2016x29,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. RS0860,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TA388,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TA463,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TA663,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TA863,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27578,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27579,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27580,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27610,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27632,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27633,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27645,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27870,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27946,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27947,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27948,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27949,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ27950,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ28200,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ28201,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ28227,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ28230,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ28231,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ28241,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ29797,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. TZ32912,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. indet. Clade24,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. indet. Clade25,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp. indet. Clade26,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graphiurus sp.'C' NVH-2020,Graphiurus,Gliridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Graueria vittata,Graueria,Sylviidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Graydidascalus brachyurus,Graydidascalus,Psittacidae,Psittaciformes,Aves,Chordata,Non-fish,FALSE,FALSE
Griseotyrannus aurantioatrocristatus,Griseotyrannus,Tyrannidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gruiformes sp. BOLD:AAJ5612,Gruiformes,,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gruiformes sp. BOLD:AAL0480,Gruiformes,,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grus americana,Grus,Gruidae,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grus carunculatus,Grus,Gruidae,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grus grus,Grus,Gruidae,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grus japonensis,Grus,Gruidae,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grus monacha,Grus,Gruidae,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Grus nigricollis,Grus,Gruidae,Gruiformes,Aves,Chordata,Non-fish,FALSE,FALSE
Guadalcanaria inexpectata,Guadalcanaria,Meliphagidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Guaruba guarouba,Guaruba,Psittacidae,Psittaciformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gubernatrix cristata,Gubernatrix,Thraupidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gubernatrix cristata x Diuca diuca,Gubernatrix,Thraupidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Gubernetes yetapa,Gubernetes,Tyrannidae,Passeriformes,Aves,Chordata,Non-fish,FALSE,FALSE
Guerlinguetus aestuans,Guerlinguetus,Sciuridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Guerlinguetus brasiliensis,Guerlinguetus,Sciuridae,Rodentia,Mammalia,Chordata,Non-fish,FALSE,FALSE
Guibemantis albolineatus,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis albomaculatus,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis ambakoana,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis annulatus,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis bicalcaratus,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis depressiceps,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis diphonus,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis flavobrunneus,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
Guibemantis fotsitenda,Guibemantis,Mantellidae,Anura,Amphibia,Chordata,Non-fish,FALSE,FALSE
